SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
1854,12/06/2003,,Brazil,1/22/2020,3,0,2
1855,12/06/2003,,Canada,1/22/2020,238,32,141
1856,12/06/2003,,China,1/22/2020,5328,343,4457
1857,12/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,291,1377
1858,12/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
1859,12/06/2003,,"Taiwan, China",1/22/2020,688,81,347
1860,12/06/2003,,Colombia,1/22/2020,1,0,1
1861,12/06/2003,,Finland,1/22/2020,1,0,1
1862,12/06/2003,,France,1/22/2020,7,0,6
1863,12/06/2003,,Germany,1/22/2020,10,0,9
1864,12/06/2003,,India,1/22/2020,3,0,3
1865,12/06/2003,,Indonesia,1/22/2020,2,0,2
1866,12/06/2003,,Italy,1/22/2020,9,0,9
1867,12/06/2003,,Kuwait,1/22/2020,1,0,1
1868,12/06/2003,,Malaysia,1/22/2020,5,2,3
1869,12/06/2003,,Mongolia,1/22/2020,9,0,9
1870,12/06/2003,,New Zealand,1/22/2020,1,0,1
1871,12/06/2003,,Philippines,1/22/2020,14,2,12
1872,12/06/2003,,Republic of Ireland,1/22/2020,1,0,1
1873,12/06/2003,,Republic of Korea,1/22/2020,3,0,3
1874,12/06/2003,,Romania,1/22/2020,1,0,1
1875,12/06/2003,,Russian Federation,1/22/2020,1,0,0
1876,12/06/2003,,Singapore,1/22/2020,206,31,169
1877,12/06/2003,,South Africa,1/22/2020,1,1,0
1878,12/06/2003,,Spain,1/22/2020,1,0,1
1879,12/06/2003,,Sweden,1/22/2020,3,0,3
1880,12/06/2003,,Switzerland,1/22/2020,1,0,1
1881,12/06/2003,,Thailand,1/22/2020,9,2,6
1882,12/06/2003,,United Kingdom,1/22/2020,4,0,4
1883,12/06/2003,,United States,1/22/2020,70,0,36
1884,12/06/2003,,Viet Nam,1/22/2020,63,5,58
1885,13/06/2003,,Brazil,1/22/2020,3,0,2
1886,13/06/2003,,Canada,1/22/2020,242,32,150
1887,13/06/2003,,China,1/22/2020,5327,343,4530
1888,13/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,293,1380
1889,13/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
1890,13/06/2003,,"Taiwan, China",1/22/2020,693,81,385
1891,13/06/2003,,Colombia,1/22/2020,1,0,1
1892,13/06/2003,,Finland,1/22/2020,1,0,1
1893,13/06/2003,,France,1/22/2020,7,0,6
1894,13/06/2003,,Germany,1/22/2020,10,0,9
1895,13/06/2003,,India,1/22/2020,3,0,3
1896,13/06/2003,,Indonesia,1/22/2020,2,0,2
1897,13/06/2003,,Italy,1/22/2020,9,0,9
1898,13/06/2003,,Kuwait,1/22/2020,1,0,1
1899,13/06/2003,,Malaysia,1/22/2020,5,2,3
1900,13/06/2003,,Mongolia,1/22/2020,9,0,9
1901,13/06/2003,,New Zealand,1/22/2020,1,0,1
1902,13/06/2003,,Philippines,1/22/2020,14,2,12
1903,13/06/2003,,Republic of Ireland,1/22/2020,1,0,1
1904,13/06/2003,,Republic of Korea,1/22/2020,3,0,3
1905,13/06/2003,,Romania,1/22/2020,1,0,1
1906,13/06/2003,,Russian Federation,1/22/2020,1,0,0
1907,13/06/2003,,Singapore,1/22/2020,206,31,169
1908,13/06/2003,,South Africa,1/22/2020,1,1,0
1909,13/06/2003,,Spain,1/22/2020,1,0,1
1910,13/06/2003,,Sweden,1/22/2020,3,0,3
1911,13/06/2003,,Switzerland,1/22/2020,1,0,1
1912,13/06/2003,,Thailand,1/22/2020,9,2,6
1913,13/06/2003,,United Kingdom,1/22/2020,4,0,4
1914,13/06/2003,,United States,1/22/2020,71,0,36
1915,13/06/2003,,Viet Nam,1/22/2020,63,5,58
1916,16/06/2003,,Brazil,1/22/2020,3,0,2
1917,16/06/2003,,Canada,1/22/2020,243,32,156
1918,16/06/2003,,China,1/22/2020,5326,346,4656
1919,16/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,295,1386
1920,16/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
1921,16/06/2003,,"Taiwan, China",1/22/2020,698,83,443
1922,16/06/2003,,Colombia,1/22/2020,1,0,1
1923,16/06/2003,,Finland,1/22/2020,1,0,1
1924,16/06/2003,,France,1/22/2020,7,0,6
1925,16/06/2003,,Germany,1/22/2020,10,0,9
1926,16/06/2003,,India,1/22/2020,3,0,3
1927,16/06/2003,,Indonesia,1/22/2020,2,0,2
1928,16/06/2003,,Italy,1/22/2020,9,0,9
1929,16/06/2003,,Kuwait,1/22/2020,1,0,1
1930,16/06/2003,,Malaysia,1/22/2020,5,2,3
1931,16/06/2003,,Mongolia,1/22/2020,9,0,9
1932,16/06/2003,,New Zealand,1/22/2020,1,0,1
1933,16/06/2003,,Philippines,1/22/2020,14,2,12
1934,16/06/2003,,Republic of Ireland,1/22/2020,1,0,1
1935,16/06/2003,,Republic of Korea,1/22/2020,3,0,3
1936,16/06/2003,,Romania,1/22/2020,1,0,1
1937,16/06/2003,,Russian Federation,1/22/2020,1,0,0
1938,16/06/2003,,Singapore,1/22/2020,206,31,169
1939,16/06/2003,,South Africa,1/22/2020,1,1,0
1940,16/06/2003,,Spain,1/22/2020,1,0,1
1941,16/06/2003,,Sweden,1/22/2020,3,0,3
1942,16/06/2003,,Switzerland,1/22/2020,1,0,1
1943,16/06/2003,,Thailand,1/22/2020,9,2,6
1944,16/06/2003,,United Kingdom,1/22/2020,4,0,4
1945,16/06/2003,,United States,1/22/2020,72,0,36
1946,16/06/2003,,Viet Nam,1/22/2020,63,5,58
1947,17/06/2003,,Brazil,1/22/2020,3,0,2
1948,17/06/2003,,Canada,1/22/2020,247,32,171
1949,17/06/2003,,China,1/22/2020,5326,346,4725
1950,17/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,295,1387
1951,17/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
1952,17/06/2003,,"Taiwan, China",1/22/2020,697,83,460
1953,17/06/2003,,Colombia,1/22/2020,1,0,1
1954,17/06/2003,,Finland,1/22/2020,1,0,1
1955,17/06/2003,,France,1/22/2020,7,0,6
1956,17/06/2003,,Germany,1/22/2020,10,0,9
1957,17/06/2003,,India,1/22/2020,3,0,3
1958,17/06/2003,,Indonesia,1/22/2020,2,0,2
1959,17/06/2003,,Italy,1/22/2020,9,0,9
1960,17/06/2003,,Kuwait,1/22/2020,1,0,1
1961,17/06/2003,,Malaysia,1/22/2020,5,2,3
1962,17/06/2003,,Mongolia,1/22/2020,9,0,9
1963,17/06/2003,,New Zealand,1/22/2020,1,0,1
1964,17/06/2003,,Philippines,1/22/2020,14,2,12
1965,17/06/2003,,Republic of Ireland,1/22/2020,1,0,1
1966,17/06/2003,,Republic of Korea,1/22/2020,3,0,3
1967,17/06/2003,,Romania,1/22/2020,1,0,1
1968,17/06/2003,,Russian Federation,1/22/2020,1,0,0
1969,17/06/2003,,Singapore,1/22/2020,206,31,169
1970,17/06/2003,,South Africa,1/22/2020,1,1,0
1971,17/06/2003,,Spain,1/22/2020,1,0,1
1972,17/06/2003,,Sweden,1/22/2020,3,0,3
1973,17/06/2003,,Switzerland,1/22/2020,1,0,1
1974,17/06/2003,,Thailand,1/22/2020,9,2,6
1975,17/06/2003,,United Kingdom,1/22/2020,4,0,4
1976,17/06/2003,,United States,1/22/2020,73,0,36
1977,17/06/2003,,Viet Nam,1/22/2020,63,5,58
1978,18/06/2003,,Brazil,1/22/2020,3,0,2
1979,18/06/2003,,Canada,1/22/2020,246,33,176
1980,18/06/2003,,China,1/22/2020,5326,347,4762
1981,18/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,295,1393
1982,18/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
1983,18/06/2003,,"Taiwan, China",1/22/2020,697,83,469
1984,18/06/2003,,Colombia,1/22/2020,1,0,1
1985,18/06/2003,,Finland,1/22/2020,1,0,1
1986,18/06/2003,,France,1/22/2020,7,0,6
1987,18/06/2003,,Germany,1/22/2020,10,0,9
1988,18/06/2003,,India,1/22/2020,3,0,3
1989,18/06/2003,,Indonesia,1/22/2020,2,0,2
1990,18/06/2003,,Italy,1/22/2020,9,0,9
1991,18/06/2003,,Kuwait,1/22/2020,1,0,1
1992,18/06/2003,,Malaysia,1/22/2020,5,2,3
1993,18/06/2003,,Mongolia,1/22/2020,9,0,9
1994,18/06/2003,,New Zealand,1/22/2020,1,0,1
1995,18/06/2003,,Philippines,1/22/2020,14,2,12
1996,18/06/2003,,Republic of Ireland,1/22/2020,1,0,1
1997,18/06/2003,,Republic of Korea,1/22/2020,3,0,3
1998,18/06/2003,,Romania,1/22/2020,1,0,1
1999,18/06/2003,,Russian Federation,1/22/2020,1,0,0
2000,18/06/2003,,Singapore,1/22/2020,206,31,169
2001,18/06/2003,,South Africa,1/22/2020,1,1,0
2002,18/06/2003,,Spain,1/22/2020,1,0,1
2003,18/06/2003,,Sweden,1/22/2020,3,0,3
2004,18/06/2003,,Switzerland,1/22/2020,1,0,1
2005,18/06/2003,,Thailand,1/22/2020,9,2,6
2006,18/06/2003,,United Kingdom,1/22/2020,4,0,4
2007,18/06/2003,,United States,1/22/2020,75,0,36
2008,18/06/2003,,Viet Nam,1/22/2020,63,5,58
2009,19/06/2003,,Brazil,1/22/2020,3,0,2
2010,19/06/2003,,Canada,1/22/2020,245,34,175
2011,19/06/2003,,China,1/22/2020,5326,347,4786
2012,19/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,296,1396
2013,19/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2014,19/06/2003,,"Taiwan, China",1/22/2020,695,84,472
2015,19/06/2003,,Colombia,1/22/2020,1,0,1
2016,19/06/2003,,Finland,1/22/2020,1,0,1
2017,19/06/2003,,France,1/22/2020,7,0,6
2018,19/06/2003,,Germany,1/22/2020,10,0,9
2019,19/06/2003,,India,1/22/2020,3,0,3
2020,19/06/2003,,Indonesia,1/22/2020,2,0,2
2021,19/06/2003,,Italy,1/22/2020,9,0,9
2022,19/06/2003,,Kuwait,1/22/2020,1,0,1
2023,19/06/2003,,Malaysia,1/22/2020,5,2,3
2024,19/06/2003,,Mongolia,1/22/2020,9,0,9
2025,19/06/2003,,New Zealand,1/22/2020,1,0,1
2026,19/06/2003,,Philippines,1/22/2020,14,2,12
2027,19/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2028,19/06/2003,,Republic of Korea,1/22/2020,3,0,3
2029,19/06/2003,,Romania,1/22/2020,1,0,1
2030,19/06/2003,,Russian Federation,1/22/2020,1,0,0
2031,19/06/2003,,Singapore,1/22/2020,206,31,170
2032,19/06/2003,,South Africa,1/22/2020,1,1,0
2033,19/06/2003,,Spain,1/22/2020,1,0,1
2034,19/06/2003,,Sweden,1/22/2020,3,0,3
2035,19/06/2003,,Switzerland,1/22/2020,1,0,1
2036,19/06/2003,,Thailand,1/22/2020,9,2,6
2037,19/06/2003,,United Kingdom,1/22/2020,4,0,4
2038,19/06/2003,,United States,1/22/2020,75,0,36
2039,19/06/2003,,Viet Nam,1/22/2020,63,5,58
2040,20/06/2003,,Brazil,1/22/2020,3,0,2
2041,20/06/2003,,Canada,1/22/2020,245,34,180
2042,20/06/2003,,China,1/22/2020,5326,347,4806
2043,20/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,296,1403
2044,20/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2045,20/06/2003,,"Taiwan, China",1/22/2020,695,84,480
2046,20/06/2003,,Colombia,1/22/2020,1,0,1
2047,20/06/2003,,Finland,1/22/2020,1,0,1
2048,20/06/2003,,France,1/22/2020,7,0,6
2049,20/06/2003,,Germany,1/22/2020,10,0,9
2050,20/06/2003,,India,1/22/2020,3,0,3
2051,20/06/2003,,Indonesia,1/22/2020,2,0,2
2052,20/06/2003,,Italy,1/22/2020,9,0,9
2053,20/06/2003,,Kuwait,1/22/2020,1,0,1
2054,20/06/2003,,Malaysia,1/22/2020,5,2,3
2055,20/06/2003,,Mongolia,1/22/2020,9,0,9
2056,20/06/2003,,New Zealand,1/22/2020,1,0,1
2057,20/06/2003,,Philippines,1/22/2020,14,2,12
2058,20/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2059,20/06/2003,,Republic of Korea,1/22/2020,3,0,3
2060,20/06/2003,,Romania,1/22/2020,1,0,1
2061,20/06/2003,,Russian Federation,1/22/2020,1,0,0
2062,20/06/2003,,Singapore,1/22/2020,206,31,170
2063,20/06/2003,,South Africa,1/22/2020,1,1,0
2064,20/06/2003,,Spain,1/22/2020,1,0,1
2065,20/06/2003,,Sweden,1/22/2020,3,0,3
2066,20/06/2003,,Switzerland,1/22/2020,1,0,1
2067,20/06/2003,,Thailand,1/22/2020,9,2,6
2068,20/06/2003,,United Kingdom,1/22/2020,4,0,4
2069,20/06/2003,,United States,1/22/2020,74,0,36
2070,20/06/2003,,Viet Nam,1/22/2020,63,5,58
2071,23/06/2003,,Brazil,1/22/2020,3,0,2
2072,23/06/2003,,Canada,1/22/2020,246,35,182
2073,23/06/2003,,China,1/22/2020,5326,347,4895
2074,23/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,296,1411
2075,23/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2076,23/06/2003,,"Taiwan, China",1/22/2020,692,84,486
2077,23/06/2003,,Colombia,1/22/2020,1,0,1
2078,23/06/2003,,Finland,1/22/2020,1,0,1
2079,23/06/2003,,France,1/22/2020,7,0,6
2080,23/06/2003,,Germany,1/22/2020,10,0,9
2081,23/06/2003,,India,1/22/2020,3,0,3
2082,23/06/2003,,Indonesia,1/22/2020,2,0,2
2083,23/06/2003,,Italy,1/22/2020,9,0,9
2084,23/06/2003,,Kuwait,1/22/2020,1,0,1
2085,23/06/2003,,Malaysia,1/22/2020,5,2,3
2086,23/06/2003,,Mongolia,1/22/2020,9,0,9
2087,23/06/2003,,New Zealand,1/22/2020,1,0,1
2088,23/06/2003,,Philippines,1/22/2020,14,2,12
2089,23/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2090,23/06/2003,,Republic of Korea,1/22/2020,3,0,3
2091,23/06/2003,,Romania,1/22/2020,1,0,1
2092,23/06/2003,,Russian Federation,1/22/2020,1,0,0
2093,23/06/2003,,Singapore,1/22/2020,206,31,170
2094,23/06/2003,,South Africa,1/22/2020,1,1,0
2095,23/06/2003,,Spain,1/22/2020,1,0,1
2096,23/06/2003,,Sweden,1/22/2020,3,0,3
2097,23/06/2003,,Switzerland,1/22/2020,1,0,1
2098,23/06/2003,,Thailand,1/22/2020,9,2,7
2099,23/06/2003,,United Kingdom,1/22/2020,4,0,4
2100,23/06/2003,,United States,1/22/2020,74,0,36
2101,23/06/2003,,Viet Nam,1/22/2020,63,5,58
2102,24/06/2003,,Brazil,1/22/2020,3,0,2
2103,24/06/2003,,Canada,1/22/2020,249,37,188
2104,24/06/2003,,China,1/22/2020,5326,347,4901
2105,24/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,296,1417
2106,24/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2107,24/06/2003,,"Taiwan, China",1/22/2020,687,84,492
2108,24/06/2003,,Colombia,1/22/2020,1,0,1
2109,24/06/2003,,Finland,1/22/2020,1,0,1
2110,24/06/2003,,France,1/22/2020,7,0,6
2111,24/06/2003,,Germany,1/22/2020,10,0,9
2112,24/06/2003,,India,1/22/2020,3,0,3
2113,24/06/2003,,Indonesia,1/22/2020,2,0,2
2114,24/06/2003,,Italy,1/22/2020,9,0,9
2115,24/06/2003,,Kuwait,1/22/2020,1,0,1
2116,24/06/2003,,Malaysia,1/22/2020,5,2,3
2117,24/06/2003,,Mongolia,1/22/2020,9,0,9
2118,24/06/2003,,New Zealand,1/22/2020,1,0,1
2119,24/06/2003,,Philippines,1/22/2020,14,2,12
2120,24/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2121,24/06/2003,,Republic of Korea,1/22/2020,3,0,3
2122,24/06/2003,,Romania,1/22/2020,1,0,1
2123,24/06/2003,,Russian Federation,1/22/2020,1,0,0
2124,24/06/2003,,Singapore,1/22/2020,206,31,170
2125,24/06/2003,,South Africa,1/22/2020,1,1,0
2126,24/06/2003,,Spain,1/22/2020,1,0,1
2127,24/06/2003,,Sweden,1/22/2020,3,0,3
2128,24/06/2003,,Switzerland,1/22/2020,1,0,1
2129,24/06/2003,,Thailand,1/22/2020,9,2,7
2130,24/06/2003,,United Kingdom,1/22/2020,4,0,4
2131,24/06/2003,,United States,1/22/2020,75,0,36
2132,24/06/2003,,Viet Nam,1/22/2020,63,5,58
2133,25/06/2003,,Brazil,1/22/2020,3,0,2
2134,25/06/2003,,Canada,1/22/2020,250,37,188
2135,25/06/2003,,China,1/22/2020,5327,348,4916
2136,25/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,296,1419
2137,25/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2138,25/06/2003,,"Taiwan, China",1/22/2020,686,84,492
2139,25/06/2003,,Colombia,1/22/2020,1,0,1
2140,25/06/2003,,Finland,1/22/2020,1,0,1
2141,25/06/2003,,France,1/22/2020,7,0,6
2142,25/06/2003,,Germany,1/22/2020,10,0,9
2143,25/06/2003,,India,1/22/2020,3,0,3
2144,25/06/2003,,Indonesia,1/22/2020,2,0,2
2145,25/06/2003,,Italy,1/22/2020,9,0,9
2146,25/06/2003,,Japan,1/22/2020,1,0,0
2147,25/06/2003,,Kuwait,1/22/2020,1,0,1
2148,25/06/2003,,Malaysia,1/22/2020,5,2,3
2149,25/06/2003,,Mongolia,1/22/2020,9,0,9
2150,25/06/2003,,New Zealand,1/22/2020,1,0,1
2151,25/06/2003,,Philippines,1/22/2020,14,2,12
2152,25/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2153,25/06/2003,,Republic of Korea,1/22/2020,3,0,3
2154,25/06/2003,,Romania,1/22/2020,1,0,1
2155,25/06/2003,,Russian Federation,1/22/2020,1,0,0
2156,25/06/2003,,Singapore,1/22/2020,206,31,170
2157,25/06/2003,,South Africa,1/22/2020,1,1,0
2158,25/06/2003,,Spain,1/22/2020,1,0,1
2159,25/06/2003,,Sweden,1/22/2020,3,0,3
2160,25/06/2003,,Switzerland,1/22/2020,1,0,1
2161,25/06/2003,,Thailand,1/22/2020,9,2,7
2162,25/06/2003,,United Kingdom,1/22/2020,4,0,4
2163,25/06/2003,,United States,1/22/2020,75,0,36
2164,25/06/2003,,Viet Nam,1/22/2020,63,5,58
2165,26/06/2003,,Brazil,1/22/2020,3,0,2
2166,26/06/2003,,Canada,1/22/2020,251,37,190
2167,26/06/2003,,China,1/22/2020,5327,348,4921
2168,26/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,296,1419
2169,26/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2170,26/06/2003,,"Taiwan, China",1/22/2020,682,84,491
2171,26/06/2003,,Colombia,1/22/2020,1,0,1
2172,26/06/2003,,Finland,1/22/2020,1,0,1
2173,26/06/2003,,France,1/22/2020,7,0,6
2174,26/06/2003,,Germany,1/22/2020,10,0,9
2175,26/06/2003,,India,1/22/2020,3,0,3
2176,26/06/2003,,Indonesia,1/22/2020,2,0,2
2177,26/06/2003,,Italy,1/22/2020,9,0,9
2178,26/06/2003,,Japan,1/22/2020,1,0,0
2179,26/06/2003,,Kuwait,1/22/2020,1,0,1
2180,26/06/2003,,Malaysia,1/22/2020,5,2,3
2181,26/06/2003,,Mongolia,1/22/2020,9,0,9
2182,26/06/2003,,New Zealand,1/22/2020,1,0,1
2183,26/06/2003,,Philippines,1/22/2020,14,2,12
2184,26/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2185,26/06/2003,,Republic of Korea,1/22/2020,3,0,3
2186,26/06/2003,,Romania,1/22/2020,1,0,1
2187,26/06/2003,,Russian Federation,1/22/2020,1,0,0
2188,26/06/2003,,Singapore,1/22/2020,206,32,170
2189,26/06/2003,,South Africa,1/22/2020,1,1,0
2190,26/06/2003,,Spain,1/22/2020,1,0,1
2191,26/06/2003,,Sweden,1/22/2020,3,0,3
2192,26/06/2003,,Switzerland,1/22/2020,1,0,1
2193,26/06/2003,,Thailand,1/22/2020,9,2,7
2194,26/06/2003,,United Kingdom,1/22/2020,4,0,4
2195,26/06/2003,,United States,1/22/2020,74,0,36
2196,26/06/2003,,Viet Nam,1/22/2020,63,5,58
2197,27/06/2003,,Brazil,1/22/2020,3,0,2
2198,27/06/2003,,Canada,1/22/2020,251,37,191
2199,27/06/2003,,China,1/22/2020,5327,348,4921
2200,27/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,297,1422
2201,27/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2202,27/06/2003,,"Taiwan, China",1/22/2020,681,84,492
2203,27/06/2003,,Colombia,1/22/2020,1,0,1
2204,27/06/2003,,Finland,1/22/2020,1,0,1
2205,27/06/2003,,France,1/22/2020,7,0,6
2206,27/06/2003,,Germany,1/22/2020,10,0,9
2207,27/06/2003,,India,1/22/2020,3,0,3
2208,27/06/2003,,Indonesia,1/22/2020,2,0,2
2209,27/06/2003,,Italy,1/22/2020,5,0,5
2210,27/06/2003,,Kuwait,1/22/2020,1,0,1
2211,27/06/2003,,Malaysia,1/22/2020,5,2,3
2212,27/06/2003,,Mongolia,1/22/2020,9,0,9
2213,27/06/2003,,New Zealand,1/22/2020,1,0,1
2214,27/06/2003,,Philippines,1/22/2020,14,2,12
2215,27/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2216,27/06/2003,,Republic of Korea,1/22/2020,3,0,3
2217,27/06/2003,,Romania,1/22/2020,1,0,1
2218,27/06/2003,,Russian Federation,1/22/2020,1,0,0
2219,27/06/2003,,Singapore,1/22/2020,206,32,171
2220,27/06/2003,,South Africa,1/22/2020,1,1,0
2221,27/06/2003,,Spain,1/22/2020,1,0,1
2222,27/06/2003,,Sweden,1/22/2020,3,0,3
2223,27/06/2003,,Switzerland,1/22/2020,1,0,1
2224,27/06/2003,,Thailand,1/22/2020,9,2,7
2225,27/06/2003,,United Kingdom,1/22/2020,4,0,4
2226,27/06/2003,,United States,1/22/2020,74,0,64
2227,27/06/2003,,Viet Nam,1/22/2020,63,5,58
2228,30/06/2003,,Australia,1/22/2020,5,0,5
2229,30/06/2003,,Brazil,1/22/2020,3,0,2
2230,30/06/2003,,Canada,1/22/2020,252,37,192
2231,30/06/2003,,China,1/22/2020,5327,348,4927
2232,30/06/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1429
2233,30/06/2003,,"Macao SAR, China",1/22/2020,1,0,1
2234,30/06/2003,,"Taiwan, China",1/22/2020,678,84,495
2235,30/06/2003,,Colombia,1/22/2020,1,0,1
2236,30/06/2003,,Finland,1/22/2020,1,0,1
2237,30/06/2003,,France,1/22/2020,7,0,6
2238,30/06/2003,,Germany,1/22/2020,10,0,9
2239,30/06/2003,,India,1/22/2020,3,0,3
2240,30/06/2003,,Indonesia,1/22/2020,2,0,2
2241,30/06/2003,,Italy,1/22/2020,5,0,5
2242,30/06/2003,,Kuwait,1/22/2020,1,0,1
2243,30/06/2003,,Malaysia,1/22/2020,5,2,3
2244,30/06/2003,,Mongolia,1/22/2020,9,0,9
2245,30/06/2003,,New Zealand,1/22/2020,1,0,1
2246,30/06/2003,,Philippines,1/22/2020,14,2,12
2247,30/06/2003,,Republic of Ireland,1/22/2020,1,0,1
2248,30/06/2003,,Republic of Korea,1/22/2020,3,0,3
2249,30/06/2003,,Romania,1/22/2020,1,0,1
2250,30/06/2003,,Russian Federation,1/22/2020,1,0,0
2251,30/06/2003,,Singapore,1/22/2020,206,32,171
2252,30/06/2003,,South Africa,1/22/2020,1,1,0
2253,30/06/2003,,Spain,1/22/2020,1,0,1
2254,30/06/2003,,Sweden,1/22/2020,3,0,3
2255,30/06/2003,,Switzerland,1/22/2020,1,0,1
2256,30/06/2003,,Thailand,1/22/2020,9,2,7
2257,30/06/2003,,United Kingdom,1/22/2020,4,0,4
2258,30/06/2003,,United States,1/22/2020,73,0,63
2259,30/06/2003,,Viet Nam,1/22/2020,63,5,58
2260,01/07/2003,,Brazil,1/22/2020,1,0,1
2261,01/07/2003,,Canada,1/22/2020,252,38,192
2262,01/07/2003,,China,1/22/2020,5327,348,4930
2263,01/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1429
2264,01/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2265,01/07/2003,,"Taiwan, China",1/22/2020,678,84,498
2266,01/07/2003,,Colombia,1/22/2020,1,0,1
2267,01/07/2003,,Finland,1/22/2020,1,0,1
2268,01/07/2003,,France,1/22/2020,7,0,6
2269,01/07/2003,,Germany,1/22/2020,10,0,9
2270,01/07/2003,,India,1/22/2020,3,0,3
2271,01/07/2003,,Indonesia,1/22/2020,2,0,2
2272,01/07/2003,,Italy,1/22/2020,5,0,5
2273,01/07/2003,,Kuwait,1/22/2020,1,0,1
2274,01/07/2003,,Malaysia,1/22/2020,5,2,3
2275,01/07/2003,,Mongolia,1/22/2020,9,0,9
2276,01/07/2003,,New Zealand,1/22/2020,1,0,1
2277,01/07/2003,,Philippines,1/22/2020,14,2,12
2278,01/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2279,01/07/2003,,Republic of Korea,1/22/2020,3,0,3
2280,01/07/2003,,Romania,1/22/2020,1,0,1
2281,01/07/2003,,Russian Federation,1/22/2020,1,0,0
2282,01/07/2003,,Singapore,1/22/2020,206,32,171
2283,01/07/2003,,South Africa,1/22/2020,1,1,0
2284,01/07/2003,,Spain,1/22/2020,1,0,1
2285,01/07/2003,,Sweden,1/22/2020,3,0,3
2286,01/07/2003,,Switzerland,1/22/2020,1,0,1
2287,01/07/2003,,Thailand,1/22/2020,9,2,7
2288,01/07/2003,,United Kingdom,1/22/2020,4,0,4
2289,01/07/2003,,United States,1/22/2020,73,0,63
2290,01/07/2003,,Viet Nam,1/22/2020,63,5,58
2291,02/07/2003,,Brazil,1/22/2020,1,0,1
2292,02/07/2003,,Canada,1/22/2020,252,38,192
2293,02/07/2003,,China,1/22/2020,5327,348,4933
2294,02/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1429
2295,02/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2296,02/07/2003,,"Taiwan, China",1/22/2020,676,84,498
2297,02/07/2003,,Colombia,1/22/2020,1,0,1
2298,02/07/2003,,Finland,1/22/2020,1,0,1
2299,02/07/2003,,France,1/22/2020,7,0,6
2300,02/07/2003,,Germany,1/22/2020,10,0,9
2301,02/07/2003,,India,1/22/2020,3,0,3
2302,02/07/2003,,Indonesia,1/22/2020,2,0,2
2303,02/07/2003,,Italy,1/22/2020,4,0,4
2304,02/07/2003,,Kuwait,1/22/2020,1,0,1
2305,02/07/2003,,Malaysia,1/22/2020,5,2,3
2306,02/07/2003,,Mongolia,1/22/2020,9,0,9
2307,02/07/2003,,New Zealand,1/22/2020,1,0,1
2308,02/07/2003,,Philippines,1/22/2020,14,2,12
2309,02/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2310,02/07/2003,,Republic of Korea,1/22/2020,3,0,3
2311,02/07/2003,,Romania,1/22/2020,1,0,1
2312,02/07/2003,,Russian Federation,1/22/2020,1,0,0
2313,02/07/2003,,Singapore,1/22/2020,206,32,171
2314,02/07/2003,,South Africa,1/22/2020,1,1,0
2315,02/07/2003,,Spain,1/22/2020,1,0,1
2316,02/07/2003,,Sweden,1/22/2020,3,0,3
2317,02/07/2003,,Switzerland,1/22/2020,1,0,1
2318,02/07/2003,,Thailand,1/22/2020,9,2,7
2319,02/07/2003,,United Kingdom,1/22/2020,4,0,4
2320,02/07/2003,,United States,1/22/2020,73,0,63
2321,02/07/2003,,Viet Nam,1/22/2020,63,5,58
2322,03/07/2003,,Brazil,1/22/2020,1,0,1
